round,pair_idx,i,j,imgA,imgB,scoreA,scoreB,winner,conf,dino_scoreA,dino_scoreB,dino_margin,dino_winner,match,vlm_margin,vlm_sign,dino_sign,judge_tag,t2i_dir,model_label
3,6,4,0,round003_pair006_i4_A.png,round003_pair006_j0_B.png,90.0,75.0,0,0.85,0.848938524723053,0.8106014728546143,0.03833705186843872,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,7,4,1,round003_pair007_i4_A.png,round003_pair007_j1_B.png,88.0,70.0,0,0.85,0.858704686164856,0.7322415113449097,0.1264631748199463,0,1,18.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,8,4,5,round003_pair008_i4_A.png,round003_pair008_j5_B.png,65.0,85.0,1,0.9,0.8422815799713135,0.7813485860824585,0.06093299388885498,0,0,-20.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,9,4,5,round003_pair009_i4_A.png,round003_pair009_j5_B.png,90.0,75.0,0,0.8,0.8433148860931396,0.7307654619216919,0.11254942417144775,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,10,4,3,round003_pair010_i4_A.png,round003_pair010_j3_B.png,90.0,75.0,0,0.85,0.8578159809112549,0.575088381767273,0.28272759914398193,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,1,4,2,round004_pair001_i4_A.png,round004_pair001_j2_B.png,75.0,90.0,1,0.9,0.8061180710792542,0.8132553100585938,-0.0071372389793396,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,2,3,0,round004_pair002_i3_A.png,round004_pair002_j0_B.png,90.0,70.0,0,0.9,0.5941272974014282,0.7681711316108704,-0.17404383420944214,1,0,20.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,3,1,5,round004_pair003_i1_A.png,round004_pair003_j5_B.png,70.0,88.0,1,0.85,0.850041925907135,0.7859748005867004,0.06406712532043457,0,0,-18.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,4,4,1,round004_pair004_i4_A.png,round004_pair004_j1_B.png,85.0,65.0,0,0.8,0.7954847812652588,0.7713508605957031,0.024133920669555664,0,1,20.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,5,4,0,round004_pair005_i4_A.png,round004_pair005_j0_B.png,90.0,75.0,0,0.85,0.8220518827438354,0.8360962271690369,-0.014044344425201416,1,0,15.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,6,4,1,round004_pair006_i4_A.png,round004_pair006_j1_B.png,85.0,60.0,0,0.8,0.8766390085220337,0.8632705807685852,0.013368427753448486,0,1,25.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,7,4,5,round004_pair007_i4_A.png,round004_pair007_j5_B.png,85.0,70.0,0,0.8,0.8041204214096069,0.7031890153884888,0.10093140602111816,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,8,4,3,round004_pair008_i4_A.png,round004_pair008_j3_B.png,88.0,72.0,0,0.8,0.8187846541404724,0.8408880829811096,-0.022103428840637207,1,0,16.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,9,4,0,round004_pair009_i4_A.png,round004_pair009_j0_B.png,75.0,90.0,1,0.85,0.7959885597229004,0.8263018727302551,-0.030313313007354736,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,10,4,1,round004_pair010_i4_A.png,round004_pair010_j1_B.png,85.0,70.0,0,0.85,0.8287707567214966,0.8416248559951782,-0.01285409927368164,1,0,15.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,1,4,1,round005_pair001_i4_A.png,round005_pair001_j1_B.png,85.0,70.0,0,0.75,0.7789047360420227,0.7865620851516724,-0.007657349109649658,1,0,15.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,2,0,3,round005_pair002_i0_A.png,round005_pair002_j3_B.png,88.0,75.0,0,0.85,0.815695583820343,0.8091114163398743,0.00658416748046875,0,1,13.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,3,2,5,round005_pair003_i2_A.png,round005_pair003_j5_B.png,70.0,85.0,1,0.85,0.7914602756500244,0.7618697881698608,0.029590487480163574,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,4,4,2,round005_pair004_i4_A.png,round005_pair004_j2_B.png,80.0,90.0,1,0.55,0.6221281290054321,0.7821297645568848,-0.16000163555145264,1,1,-10.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,5,4,2,round005_pair005_i4_A.png,round005_pair005_j2_B.png,75.0,90.0,1,0.85,0.8701963424682617,0.8379994630813599,0.032196879386901855,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,6,4,1,round005_pair006_i4_A.png,round005_pair006_j1_B.png,90.0,70.0,0,0.85,0.8530972003936768,0.7592020630836487,0.09389513731002808,0,1,20.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,7,4,1,round005_pair007_i4_A.png,round005_pair007_j1_B.png,90.0,75.0,0,0.85,0.8105909824371338,0.8197095394134521,-0.00911855697631836,1,0,15.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,8,4,0,round005_pair008_i4_A.png,round005_pair008_j0_B.png,75.0,90.0,1,0.85,0.7579872608184814,0.7854078412055969,-0.02742058038711548,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,9,4,2,round005_pair009_i4_A.png,round005_pair009_j2_B.png,90.0,75.0,0,0.85,0.7196277976036072,0.8380123376846313,-0.11838454008102417,1,0,15.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,10,4,5,round005_pair010_i4_A.png,round005_pair010_j5_B.png,75.0,90.0,1,0.85,0.7631659507751465,0.7780085802078247,-0.014842629432678223,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,1,3,1,round001_pair001_i3_A.png,round001_pair001_j1_B.png,6.0,9.0,1,0.9,0.8367956280708313,0.8343887329101562,0.002406895160675049,0,0,-3.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,2,4,0,round001_pair002_i4_A.png,round001_pair002_j0_B.png,8.0,5.0,0,0.85,0.8450062870979309,0.7855783700942993,0.05942791700363159,0,1,3.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,3,2,5,round001_pair003_i2_A.png,round001_pair003_j5_B.png,6.0,9.0,1,0.85,0.8013237714767456,0.8597639203071594,-0.05844014883041382,1,1,-3.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,4,3,2,round001_pair004_i3_A.png,round001_pair004_j2_B.png,9.0,7.0,0,0.85,0.7260972261428833,0.8406165242195129,-0.11451929807662964,1,0,2.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,5,3,0,round001_pair005_i3_A.png,round001_pair005_j0_B.png,8.5,7.0,0,0.75,0.8222000598907471,0.7822823524475098,0.039917707443237305,0,1,1.5,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,6,3,4,round001_pair006_i3_A.png,round001_pair006_j4_B.png,7.0,8.5,1,0.85,0.7939435839653015,0.828223466873169,-0.03427988290786743,1,1,-1.5,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,7,3,1,round001_pair007_i3_A.png,round001_pair007_j1_B.png,9.0,7.0,0,0.8,0.8021296262741089,0.8302910923957825,-0.028161466121673584,1,0,2.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,8,3,5,round001_pair008_i3_A.png,round001_pair008_j5_B.png,7.0,8.0,1,0.8,0.6794049143791199,0.8378970623016357,-0.15849214792251587,1,1,-1.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,9,3,2,round001_pair009_i3_A.png,round001_pair009_j2_B.png,8.5,7.0,0,0.75,0.8612845540046692,0.8576705455780029,0.0036140084266662598,0,1,1.5,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,10,3,4,round001_pair010_i3_A.png,round001_pair010_j4_B.png,8.0,6.0,0,0.85,0.8214830160140991,0.8458399772644043,-0.024356961250305176,1,0,2.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,1,4,0,round002_pair001_i4_A.png,round002_pair001_j0_B.png,8.5,6.5,0,0.85,0.8352320194244385,0.6439696550369263,0.1912623643875122,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,2,3,1,round002_pair002_i3_A.png,round002_pair002_j1_B.png,7.0,9.0,1,0.85,0.8396047949790955,0.7357990145683289,0.1038057804107666,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,3,2,5,round002_pair003_i2_A.png,round002_pair003_j5_B.png,9.0,6.0,0,0.85,0.5783896446228027,0.8230873346328735,-0.2446976900100708,1,0,3.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,4,4,0,round002_pair004_i4_A.png,round002_pair004_j0_B.png,7.0,9.0,1,0.9,0.8370155096054077,0.77797532081604,0.059040188789367676,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,5,4,1,round002_pair005_i4_A.png,round002_pair005_j1_B.png,9.0,7.0,0,0.8,0.8834874033927917,0.5092936158180237,0.37419378757476807,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,6,4,2,round002_pair006_i4_A.png,round002_pair006_j2_B.png,6.0,8.0,1,0.85,0.8509097099304199,0.6320067644119263,0.21890294551849365,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,7,4,3,round002_pair007_i4_A.png,round002_pair007_j3_B.png,7.0,8.5,1,0.85,0.8583143949508667,0.8262167572975159,0.03209763765335083,0,0,-1.5,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,8,4,5,round002_pair008_i4_A.png,round002_pair008_j5_B.png,8.0,6.0,0,0.85,0.8409137725830078,0.652201771736145,0.1887120008468628,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,9,4,3,round002_pair009_i4_A.png,round002_pair009_j3_B.png,8.5,6.5,0,0.85,0.8108049631118774,0.8332967758178711,-0.022491812705993652,1,0,2.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,10,4,3,round002_pair010_i4_A.png,round002_pair010_j3_B.png,9.0,6.0,0,0.85,0.7104041576385498,0.8549755811691284,-0.1445714235305786,1,0,3.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,1,4,0,round003_pair001_i4_A.png,round003_pair001_j0_B.png,8.0,6.0,0,0.85,0.818268895149231,0.7919597625732422,0.02630913257598877,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,2,5,2,round003_pair002_i5_A.png,round003_pair002_j2_B.png,8.5,6.0,0,0.85,0.7887461185455322,0.8075816631317139,-0.01883554458618164,1,0,2.5,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,3,3,1,round003_pair003_i3_A.png,round003_pair003_j1_B.png,7.0,9.0,1,0.85,0.8306279182434082,0.829349160194397,0.0012787580490112305,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,4,4,1,round003_pair004_i4_A.png,round003_pair004_j1_B.png,7.0,9.0,1,0.85,0.8054221272468567,0.8187541365623474,-0.013332009315490723,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,5,4,0,round003_pair005_i4_A.png,round003_pair005_j0_B.png,8.0,6.0,0,0.85,0.8347073793411255,0.7915542721748352,0.04315310716629028,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,6,4,0,round003_pair006_i4_A.png,round003_pair006_j0_B.png,8.0,5.0,0,0.85,0.8210607171058655,0.8451598882675171,-0.02409917116165161,1,0,3.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,7,4,1,round003_pair007_i4_A.png,round003_pair007_j1_B.png,7.0,9.0,1,0.85,0.8261531591415405,0.7788294553756714,0.04732370376586914,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,8,4,5,round003_pair008_i4_A.png,round003_pair008_j5_B.png,7.0,9.0,1,0.85,0.8651516437530518,0.8299379348754883,0.03521370887756348,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,9,4,5,round003_pair009_i4_A.png,round003_pair009_j5_B.png,7.0,8.5,1,0.85,0.8339543342590332,0.8281949758529663,0.0057593584060668945,0,0,-1.5,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,10,4,3,round003_pair010_i4_A.png,round003_pair010_j3_B.png,7.0,9.0,1,0.85,0.8343183994293213,0.6168538331985474,0.21746456623077393,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,1,4,2,round004_pair001_i4_A.png,round004_pair001_j2_B.png,9.0,7.0,0,0.85,0.814407467842102,0.8347125053405762,-0.02030503749847412,1,0,2.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,2,3,0,round004_pair002_i3_A.png,round004_pair002_j0_B.png,7.0,9.0,1,0.85,0.6350243091583252,0.7759566307067871,-0.14093232154846191,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,3,1,5,round004_pair003_i1_A.png,round004_pair003_j5_B.png,8.5,6.5,0,0.85,0.8258860111236572,0.8011727333068848,0.02471327781677246,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,4,4,1,round004_pair004_i4_A.png,round004_pair004_j1_B.png,9.0,5.0,0,0.9,0.797123908996582,0.8060570955276489,-0.008933186531066895,1,0,4.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,5,4,0,round004_pair005_i4_A.png,round004_pair005_j0_B.png,6.5,8.5,1,0.9,0.8351564407348633,0.8028294444084167,0.03232699632644653,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,6,4,1,round004_pair006_i4_A.png,round004_pair006_j1_B.png,6.0,8.0,1,0.9,0.8250036239624023,0.8138606548309326,0.011142969131469727,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,7,4,5,round004_pair007_i4_A.png,round004_pair007_j5_B.png,9.0,6.5,0,0.85,0.8050025701522827,0.724479615688324,0.08052295446395874,0,1,2.5,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,8,4,3,round004_pair008_i4_A.png,round004_pair008_j3_B.png,8.0,6.0,0,0.85,0.8229330778121948,0.7986088395118713,0.024324238300323486,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,9,4,0,round004_pair009_i4_A.png,round004_pair009_j0_B.png,6.0,8.0,1,0.85,0.8107218742370605,0.8246259689331055,-0.013904094696044922,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,10,4,1,round004_pair010_i4_A.png,round004_pair010_j1_B.png,9.0,7.0,0,0.85,0.8308370113372803,0.8444204926490784,-0.013583481311798096,1,0,2.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,1,4,1,round005_pair001_i4_A.png,round005_pair001_j1_B.png,9.0,7.0,0,0.85,0.7881499528884888,0.779218316078186,0.008931636810302734,0,1,2.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,2,0,3,round005_pair002_i0_A.png,round005_pair002_j3_B.png,7.0,9.0,1,0.85,0.8532619476318359,0.8238065838813782,0.029455363750457764,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,3,2,5,round005_pair003_i2_A.png,round005_pair003_j5_B.png,6.5,8.5,1,0.85,0.8030519485473633,0.7898237705230713,0.013228178024291992,0,0,-2.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,4,4,2,round005_pair004_i4_A.png,round005_pair004_j2_B.png,7.0,9.0,1,0.85,0.6355336904525757,0.7926487922668457,-0.15711510181427002,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,5,4,2,round005_pair005_i4_A.png,round005_pair005_j2_B.png,7.0,9.0,1,0.85,0.7770674824714661,0.8433154225349426,-0.06624794006347656,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,6,4,1,round005_pair006_i4_A.png,round005_pair006_j1_B.png,8.5,6.0,0,0.85,0.831053614616394,0.8352612853050232,-0.00420767068862915,1,0,2.5,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,7,4,1,round005_pair007_i4_A.png,round005_pair007_j1_B.png,7.0,9.0,1,0.9,0.7935090065002441,0.802975594997406,-0.009466588497161865,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,8,4,0,round005_pair008_i4_A.png,round005_pair008_j0_B.png,8.0,5.0,0,0.85,0.7448421120643616,0.7997905611991882,-0.05494844913482666,1,0,3.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,9,4,2,round005_pair009_i4_A.png,round005_pair009_j2_B.png,9.0,6.5,0,0.85,0.7402851581573486,0.8432310819625854,-0.10294592380523682,1,0,2.5,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
5,10,4,5,round005_pair010_i4_A.png,round005_pair010_j5_B.png,7.0,9.0,1,0.8,0.7575244903564453,0.7937517166137695,-0.03622722625732422,1,1,-2.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,1,3,1,round001_pair001_i3_A.png,round001_pair001_j1_B.png,85.0,93.0,1,0.8,0.8367956280708313,0.8343887329101562,0.002406895160675049,0,0,-8.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,2,4,0,round001_pair002_i4_A.png,round001_pair002_j0_B.png,75.0,90.0,1,0.85,0.8450062870979309,0.7855783700942993,0.05942791700363159,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,3,2,5,round001_pair003_i2_A.png,round001_pair003_j5_B.png,75.0,90.0,1,0.8,0.8013237714767456,0.8597639203071594,-0.05844014883041382,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,4,3,2,round001_pair004_i3_A.png,round001_pair004_j2_B.png,70.0,90.0,1,0.9,0.7260972261428833,0.8406165242195129,-0.11451929807662964,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,5,3,0,round001_pair005_i3_A.png,round001_pair005_j0_B.png,90.0,75.0,0,0.85,0.8222000598907471,0.7822823524475098,0.039917707443237305,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,6,3,4,round001_pair006_i3_A.png,round001_pair006_j4_B.png,75.0,90.0,1,0.85,0.7939435839653015,0.828223466873169,-0.03427988290786743,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,7,3,1,round001_pair007_i3_A.png,round001_pair007_j1_B.png,75.0,90.0,1,0.85,0.8021296262741089,0.8302910923957825,-0.028161466121673584,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,8,3,5,round001_pair008_i3_A.png,round001_pair008_j5_B.png,65.0,85.0,1,0.9,0.6794049143791199,0.8378970623016357,-0.15849214792251587,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,9,3,2,round001_pair009_i3_A.png,round001_pair009_j2_B.png,75.0,90.0,1,0.9,0.8612845540046692,0.8576705455780029,0.0036140084266662598,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
1,10,3,4,round001_pair010_i3_A.png,round001_pair010_j4_B.png,75.0,90.0,1,0.85,0.8214830160140991,0.8458399772644043,-0.024356961250305176,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,1,4,0,round002_pair001_i4_A.png,round002_pair001_j0_B.png,85.0,65.0,0,0.9,0.8352320194244385,0.6439696550369263,0.1912623643875122,0,1,20.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,2,3,1,round002_pair002_i3_A.png,round002_pair002_j1_B.png,65.0,85.0,1,0.85,0.8396047949790955,0.7357990145683289,0.1038057804107666,0,0,-20.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,3,2,5,round002_pair003_i2_A.png,round002_pair003_j5_B.png,70.0,90.0,1,0.9,0.5783896446228027,0.8230873346328735,-0.2446976900100708,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,4,4,0,round002_pair004_i4_A.png,round002_pair004_j0_B.png,88.0,75.0,0,0.85,0.8370155096054077,0.77797532081604,0.059040188789367676,0,1,13.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,5,4,1,round002_pair005_i4_A.png,round002_pair005_j1_B.png,85.0,65.0,0,0.8,0.8834874033927917,0.5092936158180237,0.37419378757476807,0,1,20.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,6,4,2,round002_pair006_i4_A.png,round002_pair006_j2_B.png,89.0,75.0,0,0.85,0.8509097099304199,0.6320067644119263,0.21890294551849365,0,1,14.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,7,4,3,round002_pair007_i4_A.png,round002_pair007_j3_B.png,85.0,70.0,0,0.8,0.8583143949508667,0.8262167572975159,0.03209763765335083,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,8,4,5,round002_pair008_i4_A.png,round002_pair008_j5_B.png,85.0,60.0,0,0.85,0.8409137725830078,0.652201771736145,0.1887120008468628,0,1,25.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,9,4,3,round002_pair009_i4_A.png,round002_pair009_j3_B.png,75.0,90.0,1,0.85,0.8108049631118774,0.8332967758178711,-0.022491812705993652,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
2,10,4,3,round002_pair010_i4_A.png,round002_pair010_j3_B.png,78.0,90.0,1,0.85,0.7104041576385498,0.8549755811691284,-0.1445714235305786,1,1,-12.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,1,4,0,round003_pair001_i4_A.png,round003_pair001_j0_B.png,75.0,90.0,1,0.85,0.818268895149231,0.7919597625732422,0.02630913257598877,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,2,5,2,round003_pair002_i5_A.png,round003_pair002_j2_B.png,90.0,75.0,0,0.78,0.7887461185455322,0.8075816631317139,-0.01883554458618164,1,0,15.0,1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,3,3,1,round003_pair003_i3_A.png,round003_pair003_j1_B.png,75.0,90.0,1,0.85,0.8306279182434082,0.829349160194397,0.0012787580490112305,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,4,4,1,round003_pair004_i4_A.png,round003_pair004_j1_B.png,75.0,90.0,1,0.85,0.8054221272468567,0.8187541365623474,-0.013332009315490723,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,5,4,0,round003_pair005_i4_A.png,round003_pair005_j0_B.png,90.0,75.0,0,0.85,0.8347073793411255,0.7915542721748352,0.04315310716629028,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,6,4,0,round003_pair006_i4_A.png,round003_pair006_j0_B.png,70.0,90.0,1,0.85,0.8210607171058655,0.8451598882675171,-0.02409917116165161,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,7,4,1,round003_pair007_i4_A.png,round003_pair007_j1_B.png,88.0,75.0,0,0.85,0.8261531591415405,0.7788294553756714,0.04732370376586914,0,1,13.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,8,4,5,round003_pair008_i4_A.png,round003_pair008_j5_B.png,90.0,75.0,0,0.85,0.8651516437530518,0.8299379348754883,0.03521370887756348,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,9,4,5,round003_pair009_i4_A.png,round003_pair009_j5_B.png,90.0,75.0,0,0.85,0.8339543342590332,0.8281949758529663,0.0057593584060668945,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
3,10,4,3,round003_pair010_i4_A.png,round003_pair010_j3_B.png,85.0,65.0,0,0.8,0.8343183994293213,0.6168538331985474,0.21746456623077393,0,1,20.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,1,4,2,round004_pair001_i4_A.png,round004_pair001_j2_B.png,70.0,90.0,1,0.85,0.814407467842102,0.8347125053405762,-0.02030503749847412,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,2,3,0,round004_pair002_i3_A.png,round004_pair002_j0_B.png,70.0,90.0,1,0.85,0.6350243091583252,0.7759566307067871,-0.14093232154846191,1,1,-20.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,3,1,5,round004_pair003_i1_A.png,round004_pair003_j5_B.png,85.0,70.0,0,0.85,0.8258860111236572,0.8011727333068848,0.02471327781677246,0,1,15.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,4,4,1,round004_pair004_i4_A.png,round004_pair004_j1_B.png,70.0,85.0,1,0.85,0.797123908996582,0.8060570955276489,-0.008933186531066895,1,1,-15.0,-1.0,-1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,5,4,0,round004_pair005_i4_A.png,round004_pair005_j0_B.png,75.0,90.0,1,0.85,0.8351564407348633,0.8028294444084167,0.03232699632644653,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,6,4,1,round004_pair006_i4_A.png,round004_pair006_j1_B.png,75.0,90.0,1,0.85,0.8250036239624023,0.8138606548309326,0.011142969131469727,0,0,-15.0,-1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
4,7,4,5,round004_pair007_i4_A.png,round004_pair007_j5_B.png,85.0,65.0,0,0.8,0.8050025701522827,0.724479615688324,0.08052295446395874,0,1,20.0,1.0,1.0,gpt_4_1_mini,flux1_fal_duel,Flux1-duel
